team,att_strength,def_strength,att_perc,def_perc,season
UNLV,0.5986287183831714,-0.00905077846311004,86.82926829268293,59.512195121951216,2016
USC Upstate,0.26888986938614184,0.829667153127587,55.60975609756098,4.390243902439024,2016
Utah Valley,0.4596487614654333,-0.26103246291022464,78.53658536585367,80.0,2016
VCU,-0.0004509700143718837,-0.10317972297112482,29.268292682926827,69.7560975609756,2016
VMI,-0.9431948186640462,1.1553942085774205,1.951219512195122,0.4878048780487805,2016
Valparaiso,0.054283405187808914,-0.2892724899986457,34.146341463414636,83.41463414634146,2016
Vermont,0.21365616833494366,0.0893210131470197,46.34146341463415,43.41463414634146,2016
Villanova,0.5555272851766084,0.27036313908827514,84.39024390243902,26.82926829268293,2016
Virginia,0.3606966918174457,-0.4743571357635951,67.31707317073172,88.78048780487805,2016
Virginia Tech,0.2321791082190035,0.03390361187031368,50.24390243902439,49.75609756097561,2016
Wake Forest,0.9192952203544726,-1.0048219845902815,98.04878048780488,99.51219512195122,2016
Washington,0.062681718645306,-0.8752323213329223,35.12195121951219,98.04878048780488,2016
West Virginia,0.6014726277240074,0.23703736236667775,87.3170731707317,30.73170731707317,2016
Western Ill.,0.22137098904051744,0.525482777982335,48.78048780487805,13.170731707317074,2016
Western Mich.,0.14864061959851255,-0.8056131093986654,40.0,97.5609756097561,2016
William & Mary,0.59303662073453,0.2434551661867661,85.85365853658537,30.24390243902439,2016
Winthrop,0.4003303794388053,0.3219246520766953,71.21951219512195,24.390243902439025,2016
Wisconsin,0.2454016339979553,0.16918971058140805,51.707317073170735,36.58536585365854,2016
Wofford,0.3766293371739599,0.33562366314573616,68.29268292682927,23.414634146341466,2016
Wright St.,0.32330504314155784,0.046438473497082015,63.41463414634146,48.78048780487805,2016
Xavier,0.3028392116075929,-0.4603699977578262,60.48780487804878,88.29268292682927,2016
Yale,-0.322480461332169,0.5537455744396418,9.75609756097561,10.24390243902439,2016
Akron,0.2788531280080024,-0.0230352001823525,98.04878048780488,68.29268292682927,2017
Albany (NY),0.07262744002658107,-0.07948265703029322,91.70731707317074,73.17073170731707,2017
American,-0.11242734739830362,0.07689116864614691,77.07317073170732,57.073170731707314,2017
