,Unnamed: 0,assists,class_year,corners,d_saves,division_id,fouls,g_loss,g_wins,ga,gaa,gc,ggs,goal_app,goalie_min_played,goals,gp,gs,gwg,jersey_number,ncaa_name,player_name,points,ps,psa,red_cards,save_pct,saves,school,season,sh_att,shutouts,team_name,year,yellow_cards
0,0, ,Jr, , ,1,9, , ,,, , , , ,3,21.0,21.0,2,2,AJ Cochran,"Cochran, AJ",6.0, , , ,, ,Wisconsin,2014,16, ,Wisconsin,2014,1
1,1,7,Sr, , ,1,1, , ,,, , , , ,3,22.0,22.0, ,10,A.J. Corrado,"Corrado, A.J.",13.0, , , ,, ,Indiana,2014,34, ,Indiana,2014,1
2,2,1,Sr, , ,1, , , ,,, , , , ,3,17.0,4.0, ,9,Adnan Gabeljic,"Gabeljic, Adnan",7.0, , , ,, ,Saint Louis,2014,20, ,Saint Louis,2014, 
3,3,8,Sr, , ,1, , , ,,, , , , ,2,17.0,17.0, ,15,Alex Martinez,"Martinez, Alex",12.0, , , ,, ,North Carolina St.,2014,29, ,North Carolina St.,2014,2
4,4, ,Jr, , ,1, ,3,10,17.0,0.7490000000000001, ,21,21,2043:32, ,21.0,21.0, ,18,Andre Blake,"Blake, Andre",0.0, , , ,0.696,39,UConn,2014, ,10,UConn,2014,1
5,5,1,Sr, , ,1, , , ,,, , , , ,7,18.0,15.0,3,10,Aodhan Quinn,"Quinn, Aodhan",15.0,1,2, ,, ,Akron,2014,57, ,Akron,2014,2
6,6, ,Sr, , ,1, , , ,,, , , , ,1,21.0,21.0, ,22,Ben Sweat,"Sweat, Ben",2.0, , , ,, ,South Fla.,2014,10, ,South Fla.,2014, 
7,7,3,Sr, , ,1, , , ,,, , , , , ,15.0,14.0, ,18,Chris Duvall,"Duvall, Chris",3.0, , , ,, ,Wake Forest,2014,8, ,Wake Forest,2014,2
8,8,2,Jr, , ,1, , , ,,, , , , ,5,19.0,19.0,3,31,Damion Lowe,"Lowe, Damion",12.0, , ,1,, ,Hartford,2014,23, ,Hartford,2014,7
9,9,1,Sr, , ,1, , , ,,, , , , ,1,17.0,16.0, ,5,Fifi Baiden,"Baiden, Fifi",3.0, , ,1,, ,UC Santa Barbara,2014,9, ,UC Santa Barbara,2014,2
10,10,1,Sr, , ,1, , , ,,, , , , ,2,23.0,23.0, ,6,George Fochive,"Fochive, George",5.0, , , ,, ,UConn,2014,17, ,UConn,2014,7
11,11,1,Sr, , ,1, , , ,,, , , , ,2,21.0,21.0,1,2,JJ Koval,"Koval, JJ",5.0,1,2, ,, ,Stanford,2014,51, ,Stanford,2014,1
12,12,4,Sr, , ,1, , , ,,, , , , ,2,18.0,18.0,1,2,Jared Watts,"Watts, Jared",8.0, , ,1,, ,Wake Forest,2014,23, ,Wake Forest,2014,3
13,13, ,Sr, , ,1, , , ,,, , , , ,4,20.0,20.0,3,5,Jimmy Ockford,"Ockford, Jimmy",8.0, , , ,, ,Louisville,2014,22, ,Louisville,2014,2
14,14, ,Sr, , ,1,2, , ,,, , , , , ,21.0,21.0, ,4,Joey Dillon,"Dillon, Joey",0.0, , , ,, ,Georgetown,2014, , ,Georgetown,2014,2
15,15, ,Sr, , ,1, ,9,8,17.0,0.861, ,19,19,1776:18, ,19.0,19.0, ,1,John Berner,"Berner, John",0.0, , ,1,0.7070000000000001,41,SIUE,2014, ,6,SIUE,2014, 
16,16,4,, , ,1, , , ,,, , , , ,7,19.0,19.0,3,13,Kadeem Dacres,"Dacres, Kadeem",18.0,1,1, ,, ,UMBC,2014,76, ,UMBC,2014,7
17,17,2,Sr, , ,1, , , ,,, , , , ,2,18.0,18.0, ,3,Kevin Cope,"Cope, Kevin",6.0, , , ,, ,Michigan St.,2014,8, ,Michigan St.,2014, 
18,18,6,Sr, , ,1, , , ,,, , , , ,5,18.0,17.0,1,19,Kristopher Tyrpak,"Tyrpak, Kristopher",16.0, ,1, ,, ,Houston Baptist,2014,70, ,Houston Baptist,2014,2
19,19,1,Sr, , ,1, , , ,,, , , , ,1,22.0,22.0,1,12,Kyle Venter,"Venter, Kyle",3.0, , , ,, ,New Mexico,2014,16, ,New Mexico,2014,2
20,20,5,Sr, , ,1,1, , ,,, , , , ,8,21.0,17.0, ,11,Luca Gimenez,"Gimenez, Luca",21.0,2,3, ,, ,Wake Forest,2014,73, ,Wake Forest,2014,3
21,21,3,Sr, , ,1, , , ,,, , , , ,14,20.0,20.0,5,8,Mackenzie Pridham,"Pridham, Mackenzie",31.0,1,1, ,, ,Cal Poly,2014,67, ,Cal Poly,2014,1
22,22,5,Sr, , ,1, , , ,,, , , , ,2,16.0,14.0,1,23,Mamadou Doudou Diouf,"Diouf, Mamadou Doudou",9.0, ,1, ,, ,UConn,2014,40, ,UConn,2014,1
23,23,2,Sr, , ,1, , , ,,, , , , , ,23.0,23.0, ,3,Marco Franco,"Franco, Marco",2.0, , , ,, ,UC Irvine,2014,3, ,UC Irvine,2014, 
24,24,2,Sr, , ,1, , , ,,, , , , ,7,18.0,18.0,1,2,Mark Sherrod,"Sherrod, Mark",16.0,4,4, ,, ,Memphis,2014,69, ,Memphis,2014,1
25,25,5,Sr, , ,1,1, , ,,, , , , ,6,22.0,22.0,2,11,Michael Calderon,"Calderon, Michael",17.0,4,5, ,, ,New Mexico,2014,62, ,New Mexico,2014,2
26,26, ,Sr, , ,1,3, , ,,, , , , , ,21.0,21.0, ,10,Michael Kafari,"Kafari, Michael",0.0, , , ,, ,New Mexico,2014,15, ,New Mexico,2014,7
27,27,3,Sr, , ,1, , , ,,, , , , , ,19.0,19.0, ,17,Nick Hagglund,"Hagglund, Nick",3.0, , , ,, ,Xavier,2014,26, ,Xavier,2014, 
28,28,3,Sr, , ,1, , , ,,, , , , ,5,22.0,17.0,1,8,Nikita Kotlov,"Kotlov, Nikita",13.0, , , ,, ,Indiana,2014,56, ,Indiana,2014, 
29,29,8,Sr, , ,1, , , ,,, , , , ,19,26.0,26.0,6,15,Patrick Mullins,"Mullins, Patrick",46.0,9,9, ,, ,Maryland,2014,109, ,Maryland,2014,1
30,30,7,Sr, , ,1, , , ,,, , , , ,11,23.0,23.0,2,10,Pedro Ribeiro,"Ribeiro, Pedro",29.0,2,2, ,, ,Coastal Caro.,2014,77, ,Coastal Caro.,2014,3
31,31,3,Sr, , ,1, , , ,,, , , , ,13,19.0,19.0,5,9,Pete Caringi,"Caringi, Pete",29.0,1,1, ,, ,UMBC,2014,66, ,UMBC,2014,1
32,32,2,Sr, , ,1, , , ,,, , , , ,8,18.0,18.0,5,7,Reinaldo Brenes,"Brenes, Reinaldo",18.0,1,2, ,, ,Akron,2014,56, ,Akron,2014,2
33,33,1,Sr, , ,1, , , ,,, , , , ,4,20.0,18.0,3,23,Robbie Derschang,"Derschang, Robbie",9.0, , , ,, ,Akron,2014,32, ,Akron,2014,1
34,34,4,Sr, , ,1, , , ,,, , , , ,1,20.0,20.0, ,3,Ryan Neil,"Neil, Ryan",6.0, , , ,, ,California,2014,17, ,California,2014,3
35,35,1,Sr, , ,1, , , ,,, , , , ,10,19.0,19.0,3,15,Steve Birnbaum,"Birnbaum, Steve",21.0,2,3, ,, ,California,2014,25, ,California,2014,3
36,36, ,Sr, , ,1, , , ,,, , , , ,6,21.0,21.0,2,5,Taylor Peay,"Peay, Taylor",12.0, , , ,, ,Washington,2014,25, ,Washington,2014,1
37,37,8,Sr, , ,1, , , ,,, , , , ,7,20.0,20.0,4,5,Thomas McNamara,"McNamara, Thomas",22.0,2,3,1,, ,Clemson,2014,50, ,Clemson,2014,1
38,38,7,Sr, , ,1, , , ,,, , , , ,8,20.0,20.0,3,8,Victor Chavez,"Chavez, Victor",23.0, , , ,, ,UCLA,2014,36, ,UCLA,2014, 
39,39,8,Sr, , ,1, , , ,,, , , , ,1,19.0,17.0, ,11,Victor Munoz,"Munoz, Victor",10.0, , , ,, ,UCLA,2014,19, ,UCLA,2014,1
40,40,9,Sr, , ,1, , , ,,, , , , ,10,19.0,19.0,6,14,Zach Bolden,"Bolden, Zach",29.0,1,1, ,, ,Denver,2014,61, ,Denver,2014, 
41,41,1,Sr, , ,1, , , ,,, , , , , ,19.0,12.0, ,10,Romena Bowie,"Bowie, Romena",1.0, , , ,, ,VCU,2014,16, ,VCU,2014,1
42,42,3,Sr, , ,1,1, , ,,, , , , ,3,22.0,22.0,1,17,Jacob Bushue,"Bushue, Jacob",9.0, , , ,, ,Indiana,2014,19, ,Indiana,2014,2
43,43,7,Sr, , ,1, , , ,,, , , , ,8,23.0,22.0,4,10,Enrique Cardenas,"Cardenas, Enrique",23.0,3,3, ,, ,UC Irvine,2014,64, ,UC Irvine,2014,4
44,44, ,Sr, , ,1, ,7,11,17.0,0.804, ,20,20,1903:14, ,20.0,20.0, ,1,Rafael Diaz,"Diaz, Rafael",0.0, , , ,0.7979999999999999,67,St. John's (NY),2014, ,9,St. John's (NY),2014, 
45,45,4,Sr, , ,1, , , ,,, , , , ,3,21.0,21.0,2,10,Tyler Gibson,"Gibson, Tyler",10.0,3,3, ,, ,Charlotte,2014,28, ,Charlotte,2014,4
46,46, ,Sr, , ,1, ,3,3,7.0,1.273, ,6,6,495:00, ,6.0,6.0, ,1,Kees Heemskerk,"Heemskerk, Kees",0.0, , , ,0.816,31,Col. of Charleston,2014, ,1,Col. of Charleston,2014,1
47,47,5,Sr, , ,1, , , ,,, , , , ,4,18.0,18.0,3,10,Martin Ontiveros,"Ontiveros, Martin",13.0, , , ,, ,Furman,2014,56, ,Furman,2014,2
48,48, ,Sr, , ,1, ,5,8,22.0,1.293, ,14,16,1531:41, ,16.0,16.0, ,1,Fabian Otte,"Otte, Fabian",0.0, , , ,0.722,57,North Carolina St.,2014, ,5,North Carolina St.,2014, 
49,49,9,Sr, ,1,1, , , ,,, , , , , ,21.0,21.0, ,8,Justin Portillo,"Portillo, Justin",9.0, , , ,, ,Coastal Caro.,2014,48, ,Coastal Caro.,2014,2
50,50, ,Sr, , ,1, ,8,4,23.0,1.26, ,16,17,1643:16, ,17.0,17.0, ,1,Kyle Renfro,"Renfro, Kyle",0.0, , , ,0.7929999999999999,88,Virginia Tech,2014, ,5,Virginia Tech,2014, 
51,51,2,Sr, , ,1, , , ,,, , , , ,3,17.0,17.0,1,12,Patrick Slogic,"Slogic, Patrick",8.0, , , ,, ,Cornell,2014,29, ,Cornell,2014,3
52,52,14,Sr, , ,1, , , ,,, , , , ,6,23.0,22.0,3,19,Wojciech Wojcik,"Wojcik, Wojciech",26.0, , , ,, ,Bradley,2014,69, ,Bradley,2014,1
53,53,8,Sr, , ,1,13, , ,,, , , , ,4,17.0,12.0,2,10,Tomislav Zadro,"Zadro, Tomislav",16.0, ,1, ,, ,Wisconsin,2014,31, ,Wisconsin,2014,4
0,0, ,Sr, , ,1, , , ,,, , , , ,2,24.0,16.0, ,5,Aaron Simmons,"Simmons, Aaron",4.0, , , ,, ,UCLA,2015,4, ,UCLA,2015,3
